"ZIP
code [1]",Size of adjusted gross income,Number of returns
,,
,,(1)
18853,"$75,000 under $100,000",210
18853,"$100,000 under $200,000",260
18853,"$200,000 or more",60
,,
18854,,720
18854,"$1 under $25,000",290
18854,"$25,000 under $50,000",190
18854,"$50,000 under $75,000",100
18854,"$75,000 under $100,000",70
18854,"$100,000 under $200,000",70
18854,"$200,000 or more",** 0
,,
18901,,"14,120"
18901,"$1 under $25,000",4150
18901,"$25,000 under $50,000",2350
18901,"$50,000 under $75,000",1690
18901,"$75,000 under $100,000",1300
18901,"$100,000 under $200,000",2850
18901,"$200,000 or more",1780
,,
18902,,"10,350"
18902,"$1 under $25,000",3010
18902,"$25,000 under $50,000",1180
18902,"$50,000 under $75,000",900
18902,"$75,000 under $100,000",810
18902,"$100,000 under $200,000",2250
18902,"$200,000 or more",2200
,,
18913,,230
18913,"$1 under $25,000",60
18913,"$25,000 under $50,000",30
18913,"$50,000 under $75,000",30
18913,"$75,000 under $100,000",** 0
18913,"$100,000 under $200,000",50
18913,"$200,000 or more",60
,,
18914,,"10,520"
18914,"$1 under $25,000",3030
18914,"$25,000 under $50,000",1570
18914,"$50,000 under $75,000",1170
18914,"$75,000 under $100,000",1020
18914,"$100,000 under $200,000",2570
18914,"$200,000 or more",1160
,,
18915,,740
18915,"$1 under $25,000",220
18915,"$25,000 under $50,000",160
18915,"$50,000 under $75,000",100
18915,"$75,000 under $100,000",90
18915,"$100,000 under $200,000",140
18915,"$200,000 or more",30
,,
18917,,"1,140"
18917,"$1 under $25,000",400
18917,"$25,000 under $50,000",290
18917,"$50,000 under $75,000",150
18917,"$75,000 under $100,000",100
18917,"$100,000 under $200,000",170
18917,"$200,000 or more",30
,,
18920,,350
18920,"$1 under $25,000",100
18920,"$25,000 under $50,000",60
18920,"$50,000 under $75,000",40
18920,"$75,000 under $100,000",30
18920,"$100,000 under $200,000",70
18920,"$200,000 or more",50
,,
18923,,540
18923,"$1 under $25,000",130
18923,"$25,000 under $50,000",80
18923,"$50,000 under $75,000",60
18923,"$75,000 under $100,000",50
18923,"$100,000 under $200,000",140
18923,"$200,000 or more",80
,,
18925,,"2,860"
18925,"$1 under $25,000",710
18925,"$25,000 under $50,000",310
18925,"$50,000 under $75,000",250
18925,"$75,000 under $100,000",230
18925,"$100,000 under $200,000",720
18925,"$200,000 or more",640
,,
18929,,"4,470"
18929,"$1 under $25,000",1270
18929,"$25,000 under $50,000",550
18929,"$50,000 under $75,000",430
18929,"$75,000 under $100,000",420
18929,"$100,000 under $200,000",1100
18929,"$200,000 or more",700
,,
18930,,"1,270"
18930,"$1 under $25,000",410
18930,"$25,000 under $50,000",230
18930,"$50,000 under $75,000",200
18930,"$75,000 under $100,000",110
18930,"$100,000 under $200,000",240
18930,"$200,000 or more",80
,,
18932,,290
18932,"$1 under $25,000",100
18932,"$25,000 under $50,000",60
18932,"$50,000 under $75,000",40
18932,"$75,000 under $100,000",30
18932,"$100,000 under $200,000",60
18932,"$200,000 or more",** 0
,,
18936,,190
18936,"$1 under $25,000",60
18936,"$25,000 under $50,000",40
18936,"$50,000 under $75,000",50
18936,"$75,000 under $100,000",** 0
18936,"$100,000 under $200,000",40
18936,"$200,000 or more",** 0
,,
18938,,"7,090"
18938,"$1 under $25,000",1940
18938,"$25,000 under $50,000",930
18938,"$50,000 under $75,000",720
18938,"$75,000 under $100,000",600
18938,"$100,000 under $200,000",1240
18938,"$200,000 or more",1660
,,
18940,,"15,580"
18940,"$1 under $25,000",3970
18940,"$25,000 under $50,000",1850
18940,"$50,000 under $75,000",1710
18940,"$75,000 under $100,000",1410
18940,"$100,000 under $200,000",3580
18940,"$200,000 or more",3060
,,
18942,,"1,540"
18942,"$1 under $25,000",530
18942,"$25,000 under $50,000",300
18942,"$50,000 under $75,000",200
18942,"$75,000 under $100,000",170
18942,"$100,000 under $200,000",220
18942,"$200,000 or more",120
,,
18944,,"12,210"
18944,"$1 under $25,000",3650
18944,"$25,000 under $50,000",2150
18944,"$50,000 under $75,000",1650
18944,"$75,000 under $100,000",1370
18944,"$100,000 under $200,000",2640
18944,"$200,000 or more",750
,,
18947,,"2,930"
18947,"$1 under $25,000",910
18947,"$25,000 under $50,000",440
18947,"$50,000 under $75,000",330
18947,"$75,000 under $100,000",280
18947,"$100,000 under $200,000",610
18947,"$200,000 or more",360
,,
18951,,"17,380"
18951,"$1 under $25,000",5640
18951,"$25,000 under $50,000",3700
18951,"$50,000 under $75,000",2540
18951,"$75,000 under $100,000",1930
18951,"$100,000 under $200,000",3000
18951,"$200,000 or more",570
,,
18954,,"4,960"
18954,"$1 under $25,000",1440
18954,"$25,000 under $50,000",660
18954,"$50,000 under $75,000",480
18954,"$75,000 under $100,000",420
18954,"$100,000 under $200,000",1200
18954,"$200,000 or more",760
,,
18955,,770
18955,"$1 under $25,000",270
18955,"$25,000 under $50,000",190
18955,"$50,000 under $75,000",120
18955,"$75,000 under $100,000",80
18955,"$100,000 under $200,000",110
18955,"$200,000 or more",** 0
,,
18960,,"6,770"
18960,"$1 under $25,000",2170
18960,"$25,000 under $50,000",1380
18960,"$50,000 under $75,000",1010
18960,"$75,000 under $100,000",770
18960,"$100,000 under $200,000",1160
18960,"$200,000 or more",280
,,
18964,,"7,220"
18964,"$1 under $25,000",2320
18964,"$25,000 under $50,000",1560
18964,"$50,000 under $75,000",1010
18964,"$75,000 under $100,000",770
18964,"$100,000 under $200,000",1260
18964,"$200,000 or more",300
,,
18966,,"20,520"
18966,"$1 under $25,000",6060
18966,"$25,000 under $50,000",3370
18966,"$50,000 under $75,000",2670
18966,"$75,000 under $100,000",2180
18966,"$100,000 under $200,000",4530
18966,"$200,000 or more",1710
,,
18969,,"8,090"
18969,"$1 under $25,000",2560
18969,"$25,000 under $50,000",1650
18969,"$50,000 under $75,000",1160
18969,"$75,000 under $100,000",930
18969,"$100,000 under $200,000",1390
18969,"$200,000 or more",400
,,
18972,,"1,550"
18972,"$1 under $25,000",500
18972,"$25,000 under $50,000",330
18972,"$50,000 under $75,000",190
18972,"$75,000 under $100,000",170
18972,"$100,000 under $200,000",270
18972,"$200,000 or more",90
,,
18974,,"22,080"
18974,"$1 under $25,000",6710
18974,"$25,000 under $50,000",4600
18974,"$50,000 under $75,000",3260
18974,"$75,000 under $100,000",2460
18974,"$100,000 under $200,000",4070
18974,"$200,000 or more",980
,,
18976,,"10,790"
18976,"$1 under $25,000",3240
18976,"$25,000 under $50,000",1770
18976,"$50,000 under $75,000",1350
18976,"$75,000 under $100,000",1010
18976,"$100,000 under $200,000",2480
18976,"$200,000 or more",940
,,
18977,,"2,200"
18977,"$1 under $25,000",490
18977,"$25,000 under $50,000",190
18977,"$50,000 under $75,000",190
18977,"$75,000 under $100,000",200
18977,"$100,000 under $200,000",530
18977,"$200,000 or more",600
,,
19001,,"8,770"
19001,"$1 under $25,000",2610
19001,"$25,000 under $50,000",1830
19001,"$50,000 under $75,000",1320
19001,"$75,000 under $100,000",1110
19001,"$100,000 under $200,000",1600
19001,"$200,000 or more",300
,,
19002,,"16,540"
19002,"$1 under $25,000",4720
19002,"$25,000 under $50,000",2540
19002,"$50,000 under $75,000",1800
19002,"$75,000 under $100,000",1380
19002,"$100,000 under $200,000",3200
19002,"$200,000 or more",2900
,,
19003,,"6,700"
19003,"$1 under $25,000",1770
19003,"$25,000 under $50,000",1280
19003,"$50,000 under $75,000",960
19003,"$75,000 under $100,000",680
19003,"$100,000 under $200,000",1270
19003,"$200,000 or more",740
,,
19004,,"5,010"
19004,"$1 under $25,000",1200
19004,"$25,000 under $50,000",640
19004,"$50,000 under $75,000",540
19004,"$75,000 under $100,000",430
19004,"$100,000 under $200,000",1070
19004,"$200,000 or more",1130
,,
19006,,"11,180"
19006,"$1 under $25,000",3160
19006,"$25,000 under $50,000",1730
19006,"$50,000 under $75,000",1310
19006,"$75,000 under $100,000",1080
19006,"$100,000 under $200,000",2410
19006,"$200,000 or more",1490
,,
19007,,"10,770"
19007,"$1 under $25,000",4420
19007,"$25,000 under $50,000",3090
19007,"$50,000 under $75,000",1530
19007,"$75,000 under $100,000",830
19007,"$100,000 under $200,000",820
19007,"$200,000 or more",80
,,
19008,,"10,630"
19008,"$1 under $25,000",3200
19008,"$25,000 under $50,000",1950
19008,"$50,000 under $75,000",1450
19008,"$75,000 under $100,000",1120
19008,"$100,000 under $200,000",2110
19008,"$200,000 or more",800
,,
19010,,"8,990"
19010,"$1 under $25,000",2330
19010,"$25,000 under $50,000",1180
19010,"$50,000 under $75,000",940
19010,"$75,000 under $100,000",670
19010,"$100,000 under $200,000",1500
19010,"$200,000 or more",2370
,,
19012,,"3,340"
19012,"$1 under $25,000",1020
19012,"$25,000 under $50,000",640
19012,"$50,000 under $75,000",480
19012,"$75,000 under $100,000",400
19012,"$100,000 under $200,000",640
19012,"$200,000 or more",160
,,
19013,,"13,390"
19013,"$1 under $25,000",7820
19013,"$25,000 under $50,000",3720
19013,"$50,000 under $75,000",1120
19013,"$75,000 under $100,000",430
19013,"$100,000 under $200,000",280
19013,"$200,000 or more",20
,,
19014,,"10,620"
19014,"$1 under $25,000",3080
19014,"$25,000 under $50,000",2160
19014,"$50,000 under $75,000",1580
19014,"$75,000 under $100,000",1260
19014,"$100,000 under $200,000",2160
19014,"$200,000 or more",380
,,
19015,,"8,210"
19015,"$1 under $25,000",2880
19015,"$25,000 under $50,000",2100
19015,"$50,000 under $75,000",1330
19015,"$75,000 under $100,000",840
19015,"$100,000 under $200,000",970
19015,"$200,000 or more",90
,,
19018,,"12,170"
19018,"$1 under $25,000",3940
19018,"$25,000 under $50,000",3400
19018,"$50,000 under $75,000",2130
19018,"$75,000 under $100,000",1240
19018,"$100,000 under $200,000",1360
19018,"$200,000 or more",100
,,
19020,,"28,450"
19020,"$1 under $25,000",9360
19020,"$25,000 under $50,000",6980
19020,"$50,000 under $75,000",4440
19020,"$75,000 under $100,000",2900
19020,"$100,000 under $200,000",4110
19020,"$200,000 or more",660
,,
19021,,"5,120"
19021,"$1 under $25,000",1840
19021,"$25,000 under $50,000",1470
19021,"$50,000 under $75,000",830
19021,"$75,000 under $100,000",500
19021,"$100,000 under $200,000",450
19021,"$200,000 or more",30
,,
19022,,"1,640"
19022,"$1 under $25,000",750
19022,"$25,000 under $50,000",470
19022,"$50,000 under $75,000",230
19022,"$75,000 under $100,000",100
19022,"$100,000 under $200,000",90
19022,"$200,000 or more",** 0
,,
19023,,"9,710"
19023,"$1 under $25,000",4620
19023,"$25,000 under $50,000",3080
19023,"$50,000 under $75,000",1210
19023,"$75,000 under $100,000",470
19023,"$100,000 under $200,000",330
19023,"$200,000 or more",** 0
,,
19025,,"2,950"
19025,"$1 under $25,000",800
19025,"$25,000 under $50,000",350
19025,"$50,000 under $75,000",270
19025,"$75,000 under $100,000",240
19025,"$100,000 under $200,000",720
19025,"$200,000 or more",570
,,
19026,,"16,100"
19026,"$1 under $25,000",4830
19026,"$25,000 under $50,000",3720
19026,"$50,000 under $75,000",2580
19026,"$75,000 under $100,000",1700
19026,"$100,000 under $200,000",2650
19026,"$200,000 or more",620
,,
19027,,"9,890"
19027,"$1 under $25,000",2800
19027,"$25,000 under $50,000",2210
19027,"$50,000 under $75,000",1400
19027,"$75,000 under $100,000",970
19027,"$100,000 under $200,000",1720
19027,"$200,000 or more",790
,,
19029,,"2,160"
19029,"$1 under $25,000",760
19029,"$25,000 under $50,000",600
19029,"$50,000 under $75,000",370
19029,"$75,000 under $100,000",200
19029,"$100,000 under $200,000",230
19029,"$200,000 or more",** 0
,,
19030,,"6,310"
19030,"$1 under $25,000",2050
19030,"$25,000 under $50,000",1380
19030,"$50,000 under $75,000",1020
19030,"$75,000 under $100,000",730
19030,"$100,000 under $200,000",1010
19030,"$200,000 or more",120
,,
19031,,"2,300"
19031,"$1 under $25,000",630
19031,"$25,000 under $50,000",350
19031,"$50,000 under $75,000",270
19031,"$75,000 under $100,000",240
19031,"$100,000 under $200,000",540
19031,"$200,000 or more",270
,,
19032,,"3,240"
19032,"$1 under $25,000",1280
19032,"$25,000 under $50,000",970
19032,"$50,000 under $75,000",540
19032,"$75,000 under $100,000",230
19032,"$100,000 under $200,000",220
19032,"$200,000 or more",** 0
,,
19033,,"4,090"
19033,"$1 under $25,000",1250
19033,"$25,000 under $50,000",910
19033,"$50,000 under $75,000",630
19033,"$75,000 under $100,000",510
19033,"$100,000 under $200,000",720
19033,"$200,000 or more",70
,,
19034,,"3,310"
19034,"$1 under $25,000",920
19034,"$25,000 under $50,000",470
19034,"$50,000 under $75,000",290
19034,"$75,000 under $100,000",250
19034,"$100,000 under $200,000",680
19034,"$200,000 or more",700
,,
19035,,"2,020"
19035,"$1 under $25,000",420
19035,"$25,000 under $50,000",150
19035,"$50,000 under $75,000",140
19035,"$75,000 under $100,000",120
19035,"$100,000 under $200,000",340
19035,"$200,000 or more",850
,,
19036,,"6,720"
19036,"$1 under $25,000",2350
19036,"$25,000 under $50,000",1740
19036,"$50,000 under $75,000",1170
19036,"$75,000 under $100,000",660
19036,"$100,000 under $200,000",750
19036,"$200,000 or more",50
,,
19038,,"15,360"
19038,"$1 under $25,000",4320
19038,"$25,000 under $50,000",2850
19038,"$50,000 under $75,000",2040
19038,"$75,000 under $100,000",1690
19038,"$100,000 under $200,000",3300
19038,"$200,000 or more",1160
,,
19040,,"11,480"
19040,"$1 under $25,000",3500
19040,"$25,000 under $50,000",2470
19040,"$50,000 under $75,000",1690
19040,"$75,000 under $100,000",1280
19040,"$100,000 under $200,000",2140
19040,"$200,000 or more",400
,,
19041,,"2,950"
19041,"$1 under $25,000",650
19041,"$25,000 under $50,000",330
19041,"$50,000 under $75,000",310
19041,"$75,000 under $100,000",230
19041,"$100,000 under $200,000",530
19041,"$200,000 or more",900
,,
19043,,"1,450"
19043,"$1 under $25,000",490
19043,"$25,000 under $50,000",330
19043,"$50,000 under $75,000",270
19043,"$75,000 under $100,000",150
19043,"$100,000 under $200,000",210
19043,"$200,000 or more",** 0
,,
19044,,"8,790"
19044,"$1 under $25,000",2580
19044,"$25,000 under $50,000",2050
19044,"$50,000 under $75,000",1390
19044,"$75,000 under $100,000",890
19044,"$100,000 under $200,000",1500
19044,"$200,000 or more",380
,,
19046,,"9,550"
19046,"$1 under $25,000",2580
19046,"$25,000 under $50,000",1710
19046,"$50,000 under $75,000",1210
19046,"$75,000 under $100,000",880
19046,"$100,000 under $200,000",1860
19046,"$200,000 or more",1310
,,
19047,,"17,860"
19047,"$1 under $25,000",5010
19047,"$25,000 under $50,000",3220
19047,"$50,000 under $75,000",2460
19047,"$75,000 under $100,000",1930
19047,"$100,000 under $200,000",3960
19047,"$200,000 or more",1280
,,
19050,,"14,740"
19050,"$1 under $25,000",5250
19050,"$25,000 under $50,000",4320
19050,"$50,000 under $75,000",2400
19050,"$75,000 under $100,000",1230
19050,"$100,000 under $200,000",1390
19050,"$200,000 or more",150
,,
19053,,"14,330"
19053,"$1 under $25,000",4480
19053,"$25,000 under $50,000",3080
19053,"$50,000 under $75,000",2030
19053,"$75,000 under $100,000",1490
19053,"$100,000 under $200,000",2620
19053,"$200,000 or more",630
,,
19054,,"8,930"
19054,"$1 under $25,000",2900
19054,"$25,000 under $50,000",2110
19054,"$50,000 under $75,000",1500
19054,"$75,000 under $100,000",1100
19054,"$100,000 under $200,000",1240
19054,"$200,000 or more",80
,,
19055,,"6,910"
19055,"$1 under $25,000",2510
19055,"$25,000 under $50,000",1630
19055,"$50,000 under $75,000",1130
19055,"$75,000 under $100,000",810
19055,"$100,000 under $200,000",790
19055,"$200,000 or more",40
,,
19056,,"8,000"
19056,"$1 under $25,000",2610
19056,"$25,000 under $50,000",1860
19056,"$50,000 under $75,000",1160
19056,"$75,000 under $100,000",910
19056,"$100,000 under $200,000",1320
19056,"$200,000 or more",140
,,
19057,,"8,700"
19057,"$1 under $25,000",3050
19057,"$25,000 under $50,000",2180
19057,"$50,000 under $75,000",1420
19057,"$75,000 under $100,000",980
19057,"$100,000 under $200,000",1020
19057,"$200,000 or more",50
,,
19060,,"5,530"
19060,"$1 under $25,000",1500
19060,"$25,000 under $50,000",660
19060,"$50,000 under $75,000",520
19060,"$75,000 under $100,000",460
19060,"$100,000 under $200,000",1400
19060,"$200,000 or more",990
,,
19061,,"9,870"
19061,"$1 under $25,000",3630
19061,"$25,000 under $50,000",2440
19061,"$50,000 under $75,000",1480
19061,"$75,000 under $100,000",910
19061,"$100,000 under $200,000",1230
19061,"$200,000 or more",180
,,
19063,,"18,620"
19063,"$1 under $25,000",4860
19063,"$25,000 under $50,000",3120
19063,"$50,000 under $75,000",2420
19063,"$75,000 under $100,000",1870
19063,"$100,000 under $200,000",3960
19063,"$200,000 or more",2390
,,
19064,,"12,560"
19064,"$1 under $25,000",3380
19064,"$25,000 under $50,000",2060
19064,"$50,000 under $75,000",1590
19064,"$75,000 under $100,000",1470
19064,"$100,000 under $200,000",3260
19064,"$200,000 or more",800
,,
19066,,"2,460"
19066,"$1 under $25,000",590
